nik,nome,,url,
kamilacruzgomes,Kamila Gomes,undefined,https://www.instagram.com/kamilacruzgomes/,undefined
karnalcortellafc,Karnal & Cortella FC,undefined,https://www.instagram.com/karnalcortellafc/,undefined
karolinemskeup,,undefined,https://www.instagram.com/karolinemskeup/,undefined
kassiagemeos050701,Cassia Teixeira,undefined,https://www.instagram.com/kassiagemeos050701/,undefined
kiki_ballroom,kiki,undefined,https://www.instagram.com/kiki_ballroom/,undefined
kimdamoda,Enzo Kim,undefined,https://www.instagram.com/kimdamoda/,undefined
kiria.feitosa,Valquíria Kiria Feitosa,undefined,https://www.instagram.com/kiria.feitosa/,undefined
kosmika_club,KOSMIKA CLUB FORTALEZA,undefined,https://www.instagram.com/kosmika_club/,undefined
labcon.lab,LABCON - Laboratório de Estudos Sobre o Contemporâneo.,undefined,https://www.instagram.com/labcon.lab/,undefined
ladygaga,Lady Gaga,undefined,https://www.instagram.com/ladygaga/,undefined
lardopetisco,Lar do Petisco,undefined,https://www.instagram.com/lardopetisco/,undefined
larissagaspar_oficial,Larissa Gaspar,undefined,https://www.instagram.com/larissagaspar_oficial/,undefined
laysoliver_,Lays Oliveira,undefined,https://www.instagram.com/laysoliver_/,undefined
leandrosamps,Leandro Sampaio moto uber,undefined,https://www.instagram.com/leandrosamps/,undefined
leomarcenus,Leandro Lima,undefined,https://www.instagram.com/leomarcenus/,undefined
leonardo_grandini,Leonardo Grandini,undefined,https://www.instagram.com/leonardo_grandini/,undefined
leppufc,LEPP UFC,undefined,https://www.instagram.com/leppufc/,undefined
leticiamarquesreal,Letícia Marques,undefined,https://www.instagram.com/leticiamarquesreal/,undefined
leuot,Leo Telêmaco,undefined,https://www.instagram.com/leuot/,undefined
liderancaverde,Liderança Verde,undefined,https://www.instagram.com/liderancaverde/,undefined
liliane_cecilia_,Liliane Nascimento,undefined,https://www.instagram.com/liliane_cecilia_/,undefined
linux.gnu,Linux para Profissionais de T.I,undefined,https://www.instagram.com/linux.gnu/,undefined
lippegust,- Philippe Augusto (Ph) 🍿,undefined,https://www.instagram.com/lippegust/,undefined
liviiawinchester,Lívia Winchester,undefined,https://www.instagram.com/liviiawinchester/,undefined
luangustavo3017,Luan Gustavo,undefined,https://www.instagram.com/luangustavo3017/,undefined
luca_jean23,Jean Lucas,undefined,https://www.instagram.com/luca_jean23/,undefined
luca.nere.5,Luca Nere,undefined,https://www.instagram.com/luca.nere.5/,undefined
lucasfranca.mkt,LUCAS FRANÇA,undefined,https://www.instagram.com/lucasfranca.mkt/,undefined
lucaskf_,Lucas Kael,undefined,https://www.instagram.com/lucaskf_/,undefined
lucienedesousa22,Luciene de Sousa,undefined,https://www.instagram.com/lucienedesousa22/,undefined
lucilenegomesdas,Lucilene Gomes da silva,undefined,https://www.instagram.com/lucilenegomesdas/,undefined
lucivandrasousadelima,Lucivandra Sousa De Lima Lima,undefined,https://www.instagram.com/lucivandrasousadelima/,undefined
luisacela,Luisa Cela,undefined,https://www.instagram.com/luisacela/,undefined
luiz_gonzagarei,Luiz Gonzaga,undefined,https://www.instagram.com/luiz_gonzagarei/,undefined
luizahelenatrajano,Luiza Helena Trajano,undefined,https://www.instagram.com/luizahelenatrajano/,undefined
luizfelipeadvogado,Luiz Felipe Sena | Advogado,2492,https://www.instagram.com/luizfelipeadvogado/,https://wa.me/message/GGVRCMWFQVDBD1
lulaoficial,Luiz Inácio Lula da Silva,undefined,https://www.instagram.com/lulaoficial/,undefined
luportob3,Lu Porto,undefined,https://www.instagram.com/luportob3/,undefined
lydiiaaquino,Lydiia Aquino,undefined,https://www.instagram.com/lydiiaaquino/,undefined
maiconsantini,Maicon Santini,undefined,https://www.instagram.com/maiconsantini/,undefined
mainacozinha,mainá cozinha,undefined,https://www.instagram.com/mainacozinha/,undefined
malcoffee,MAL Coffee,undefined,https://www.instagram.com/malcoffee/,undefined
malinecosta.adv,𝗔𝗹𝗶𝗻𝗲 𝗖𝗼𝘀𝘁𝗮 | 𝗔𝗱𝘃𝗼𝗴𝗮𝗱𝗮,undefined,https://www.instagram.com/malinecosta.adv/,undefined
manualdomundo,Manual do Mundo,undefined,https://www.instagram.com/manualdomundo/,undefined
mapp_ufc,Mestrado Profissional em Avaliação de Políticas Públicas | UFC,undefined,https://www.instagram.com/mapp_ufc/,undefined
marcellojarbas,Marcello Jarbas,undefined,https://www.instagram.com/marcellojarbas/,undefined
marcelopaz,Marcelo Paz,undefined,https://www.instagram.com/marcelopaz/,undefined
marcozerocafe,Marco Zero - Café,undefined,https://www.instagram.com/marcozerocafe/,undefined
mardonnex,Mardones Marques,undefined,https://www.instagram.com/mardonnex/,undefined
mariabolim,Maria Bolim,undefined,https://www.instagram.com/mariabolim/,undefined
mariebloomfieldmusic,Marie Bloomfield,undefined,https://www.instagram.com/mariebloomfieldmusic/,undefined
marilacerdapt,Mari Lacerda,undefined,https://www.instagram.com/marilacerdapt/,undefined
marinaguaragna,marina guaragna,undefined,https://www.instagram.com/marinaguaragna/,undefined
marquesrafael_defi,Rafael Marques | Dica Crypto,undefined,https://www.instagram.com/marquesrafael_defi/,undefined
marxhigor,Marx Higor,undefined,https://www.instagram.com/marxhigor/,undefined
masmorrathrash,Masmorra,undefined,https://www.instagram.com/masmorrathrash/,undefined
matheusilt,Matheus Ilt,undefined,https://www.instagram.com/matheusilt/,undefined
mathjerke,Matheus Jerke,undefined,https://www.instagram.com/mathjerke/,undefined
matt_xs2,☆ Mateus ☆,undefined,https://www.instagram.com/matt_xs2/,undefined
meijorofficial,M E I J O R,undefined,https://www.instagram.com/meijorofficial/,undefined
melquimaxx,Melquimax vieira,undefined,https://www.instagram.com/melquimaxx/,undefined
mercadodocafe,Mercado do café,undefined,https://www.instagram.com/mercadodocafe/,undefined
mettantenvedettedan,Dan,undefined,https://www.instagram.com/mettantenvedettedan/,undefined
meufornecedorceara,Esta conta está desativada.,undefined,https://www.instagram.com/meufornecedorceara/,undefined
meupaisceara,Meu País Ceará ®,undefined,https://www.instagram.com/meupaisceara/,undefined
micky_markowitz_ofc,Micky Markowitz,undefined,https://www.instagram.com/micky_markowitz_ofc/,undefined
midianinja,Mídia NINJA,undefined,https://www.instagram.com/midianinja/,undefined
mindmaster_agile,MindMaster Treinamentos Ágeis,undefined,https://www.instagram.com/mindmaster_agile/,undefined
miriamleitao7,Miriam Leitao,undefined,https://www.instagram.com/miriamleitao7/,undefined
mirko_antonucci,Mirko Antonucci,undefined,https://www.instagram.com/mirko_antonucci/,undefined
mitchellemeira,Mitchelle Meira,undefined,https://www.instagram.com/mitchellemeira/,undefined
mitjunior,Mitsuo Ishida | Personal Financeiro,undefined,https://www.instagram.com/mitjunior/,undefined
mjrodriguez7,Michaela Jaé,undefined,https://www.instagram.com/mjrodriguez7/,undefined
mlb.ce,MLB Ceará,undefined,https://www.instagram.com/mlb.ce/,undefined
monikyy_silveira,Moniky Duarte,undefined,https://www.instagram.com/monikyy_silveira/,undefined
monteiroderlan,Derlan Monteiro,undefined,https://www.instagram.com/monteiroderlan/,undefined
moovloungeclub,MOOV CLUB - SUA BALADA EM FORTALEZA,undefined,https://www.instagram.com/moovloungeclub/,undefined
morzinhoo,laynna,undefined,https://www.instagram.com/morzinhoo/,undefined
movimentosemterra,MST,undefined,https://www.instagram.com/movimentosemterra/,undefined
mp.marmitaria,MP Marmitaria,undefined,https://www.instagram.com/mp.marmitaria/,undefined
mt.store_10,"✨Esqueça as regras, se você gosta USE✨",undefined,https://www.instagram.com/mt.store_10/,undefined
mtstceara,MTST CEARÁ,undefined,https://www.instagram.com/mtstceara/,undefined
mundomarombad,Mundo Maromba,undefined,https://www.instagram.com/mundomarombad/,undefined
musicas.eternas,Musicas Eternas,undefined,https://www.instagram.com/musicas.eternas/,undefined
mwana_afrika,Mwana Afrika | Sandra Quiala,undefined,https://www.instagram.com/mwana_afrika/,undefined
nagep.ufc,NAGEP - UFC,undefined,https://www.instagram.com/nagep.ufc/,undefined
nane_lifemo,Nane Lima,undefined,https://www.instagram.com/nane_lifemo/,undefined
nanny_silva08,Nanny,undefined,https://www.instagram.com/nanny_silva08/,undefined
nath.marquet,Natália Marquet,undefined,https://www.instagram.com/nath.marquet/,undefined
nathaliaarcuri,Nathalia Arcuri,undefined,https://www.instagram.com/nathaliaarcuri/,undefined
natirutsoficial,Banda Natiruts,undefined,https://www.instagram.com/natirutsoficial/,undefined
naves.silva,Naves Silva,undefined,https://www.instagram.com/naves.silva/,undefined
necysouza,Necy Souza,undefined,https://www.instagram.com/necysouza/,undefined
negif_ufc,NEGIF,undefined,https://www.instagram.com/negif_ufc/,undefined
nestle_br,Nestle Brasil,undefined,https://www.instagram.com/nestle_br/,undefined
netspaces.oficial,netspaces,undefined,https://www.instagram.com/netspaces.oficial/,undefined
nickylorenzdj,Nicky Lorenz Aka Frezalo,undefined,https://www.instagram.com/nickylorenzdj/,undefined
ninna.hub,NINNA Hub,undefined,https://www.instagram.com/ninna.hub/,undefined
nosso.candidato,Nosso Candidato,undefined,https://www.instagram.com/nosso.candidato/,undefined
nossoredentor,Paróquia Cristo Redentor,undefined,https://www.instagram.com/nossoredentor/,undefined
notgivenchy,,undefined,https://www.instagram.com/notgivenchy/,undefined
nutricionista.esportivo,NUTRICIONISTA ESPORTIVO,undefined,https://www.instagram.com/nutricionista.esportivo/,undefined
nutrifitpro,NUTRIFIT PRO,undefined,https://www.instagram.com/nutrifitpro/,undefined
o.pequenoinvestidor,Lucas - O Pequeno Investidor | Investidor em ações,undefined,https://www.instagram.com/o.pequenoinvestidor/,undefined
oelberdomingos,Elber Domingos,undefined,https://www.instagram.com/oelberdomingos/,undefined
oficialcagece,Cagece Oficial,undefined,https://www.instagram.com/oficialcagece/,undefined
opovoonline,O POVO Online,undefined,https://www.instagram.com/opovoonline/,undefined
oprogramador_,${user.name},undefined,https://www.instagram.com/oprogramador_/,undefined
orgulho.afro,Anna Cristina Almeida,undefined,https://www.instagram.com/orgulho.afro/,undefined
oxfambrasil,Oxfam Brasil,undefined,https://www.instagram.com/oxfambrasil/,undefined
ozaias.rodrigues,Ozaias Rodrigues,undefined,https://www.instagram.com/ozaias.rodrigues/,undefined
pablobusatto,Pablo Busatto,undefined,https://www.instagram.com/pablobusatto/,undefined
pablomezak.ads,PabloMezak,undefined,https://www.instagram.com/pablomezak.ads/,undefined
parfaitburguer,parfait Burguer,undefined,https://www.instagram.com/parfaitburguer/,undefined
partiuinvestir3oficial,Partiu Investir | TURMA 3,undefined,https://www.instagram.com/partiuinvestir3oficial/,undefined
pastoranadirvevo,Pastora Nadir Vevo,undefined,https://www.instagram.com/pastoranadirvevo/,undefined
patinsbmfortaleza,Patins BM Fortaleza 🇧🇷,undefined,https://www.instagram.com/patinsbmfortaleza/,undefined
paulo.lira1,Paulo Lira,undefined,https://www.instagram.com/paulo.lira1/,undefined
paulomendesmr,Paulo Mendes,undefined,https://www.instagram.com/paulomendesmr/,undefined
pdtceara,PDT do Ceará,undefined,https://www.instagram.com/pdtceara/,undefined
pdtdiversidadeceara,PDT Diversidade | Ceará 🌹🏳️‍🌈,undefined,https://www.instagram.com/pdtdiversidadeceara/,undefined
pedrocardosoeumesmo,Pedro Cardoso,undefined,https://www.instagram.com/pedrocardosoeumesmo/,undefined
pedrocortella,Pedro Cortella,undefined,https://www.instagram.com/pedrocortella/,undefined
pedrotorrescf,Pedro Torres,undefined,https://www.instagram.com/pedrotorrescf/,undefined
personal_thiagosilva,Thiago Silva | Personal Trainer,undefined,https://www.instagram.com/personal_thiagosilva/,undefined
petersonjvelozo,Peterson Velozo,undefined,https://www.instagram.com/petersonjvelozo/,undefined
phbarrosator,Ph Barros,undefined,https://www.instagram.com/phbarrosator/,undefined
phpcomrapadura,PHP com Rapadura,undefined,https://www.instagram.com/phpcomrapadura/,undefined
pieces.of.the.universe,Samuel Costa,undefined,https://www.instagram.com/pieces.of.the.universe/,undefined
pirambunews,Pirambu News,undefined,https://www.instagram.com/pirambunews/,undefined
pirambupensante,Pirambu Pensante l Valorizando o Bairro Pirambu,undefined,https://www.instagram.com/pirambupensante/,undefined
planetariorubensdeazevedo,Planetário Rubens de Azevedo,undefined,https://www.instagram.com/planetariorubensdeazevedo/,undefined
plimplimprodutos,PRODUTOS DE LIMPEZA MAXIMUM✨,undefined,https://www.instagram.com/plimplimprodutos/,undefined
polen.fiocruz,Pólen - ENSP/FIOCRUZ,undefined,https://www.instagram.com/polen.fiocruz/,undefined
potencializa_math,Potencializa Matemática,undefined,https://www.instagram.com/potencializa_math/,undefined
power.ai,Artificial Intelligence,undefined,https://www.instagram.com/power.ai/,undefined
preditiva.analytics,Escola Preditiva,undefined,https://www.instagram.com/preditiva.analytics/,undefined
premioibest,iBest,undefined,https://www.instagram.com/premioibest/,undefined
presscabr,Pressca,undefined,https://www.instagram.com/presscabr/,undefined
prof.p.a.damasceno,PA Damasceno,undefined,https://www.instagram.com/prof.p.a.damasceno/,undefined
profantoniogeografia,Prof Antônio Ferreira,undefined,https://www.instagram.com/profantoniogeografia/,undefined
professormira,Eduardo Mira,undefined,https://www.instagram.com/professormira/,undefined
profiap_nacional,Profiap Comitê Gestor,undefined,https://www.instagram.com/profiap_nacional/,undefined
propublicabrasil,Pro Pública Brasil,undefined,https://www.instagram.com/propublicabrasil/,undefined
psicometriaonline,Bruno Damásio,undefined,https://www.instagram.com/psicometriaonline/,undefined
purafisica,Professor Rafael Irigoyen,undefined,https://www.instagram.com/purafisica/,undefined
pwcbrasil,PwC Brasil,undefined,https://www.instagram.com/pwcbrasil/,undefined
pynation.dev,Pynation,undefined,https://www.instagram.com/pynation.dev/,undefined
quente_como_0_sol,ᴠɪᴄ ⁺⁸⁵,undefined,https://www.instagram.com/quente_como_0_sol/,undefined
qwerty.treinamentos,Qwerty Treinamentos,undefined,https://www.instagram.com/qwerty.treinamentos/,undefined
r.raviikii,,undefined,https://www.instagram.com/r.raviikii/,undefined
rasgavictor,victor rasga,undefined,https://www.instagram.com/rasgavictor/,undefined
raymarxes,Ray.,undefined,https://www.instagram.com/raymarxes/,undefined
reggaeamenteeogera,É O GERA CASA DE SHOW,undefined,https://www.instagram.com/reggaeamenteeogera/,undefined
reggaevsbabylon,Roots Reggae Records,undefined,https://www.instagram.com/reggaevsbabylon/,undefined
renan_faustino1997hotmailcom,Renan Duarte,undefined,https://www.instagram.com/renan_faustino1997hotmailcom/,undefined
renatasaraiiva,Renata Saraiva | Rolê da Rê,undefined,https://www.instagram.com/renatasaraiiva/,undefined
repaoc,Rep. Ocasio-Cortez,undefined,https://www.instagram.com/repaoc/,undefined
ricallmeida,Ricardo Almeida,undefined,https://www.instagram.com/ricallmeida/,undefined
richarlison,Richarlison,undefined,https://www.instagram.com/richarlison/,undefined
richelyseylon,Seylon Richely,undefined,https://www.instagram.com/richelyseylon/,undefined
ricksonfisio,Rickson | Dicas do Fisio,undefined,https://www.instagram.com/ricksonfisio/,undefined
rihanno.cosplay,💎 Rihanno Moreira 💎,undefined,https://www.instagram.com/rihanno.cosplay/,undefined
rlanealves,Regilane Barbosa,undefined,https://www.instagram.com/rlanealves/,undefined
robertoaquino.2024,Roberto Aquino,undefined,https://www.instagram.com/robertoaquino.2024/,undefined
ronaldo.sousa_,Ronaldo Sousa,undefined,https://www.instagram.com/ronaldo.sousa_/,undefined
rosangela_rigoni,Rosângela Rigoni,undefined,https://www.instagram.com/rosangela_rigoni/,undefined
rossiclea,Rossicléa,undefined,https://www.instagram.com/rossiclea/,undefined
ruanmoreira_p,Ruan Moreira,undefined,https://www.instagram.com/ruanmoreira_p/,undefined
salmitooficial,Salmito Filho,undefined,https://www.instagram.com/salmitooficial/,undefined
samantavalerio,Samanta Valério,undefined,https://www.instagram.com/samantavalerio/,undefined
santos.tatazinha,Tatazinha Santos,undefined,https://www.instagram.com/santos.tatazinha/,undefined
santoseverton_,Everton Santos,undefined,https://www.instagram.com/santoseverton_/,undefined
saobrazbebidas,São Braz Bebidas,undefined,https://www.instagram.com/saobrazbebidas/,undefined
saudeceara,Secretaria da Saúde do Ceará,undefined,https://www.instagram.com/saudeceara/,undefined
schiwayacrilicos,Schiway Acrílicos,undefined,https://www.instagram.com/schiwayacrilicos/,undefined
sebastian.fraczyk,mrpete222,undefined,https://www.instagram.com/sebastian.fraczyk/,undefined
sebos_do_higor,Sebos Do Higor,undefined,https://www.instagram.com/sebos_do_higor/,undefined
secitece,"Secretaria da Ciência, Tecnologia e Educação Superior do Ceará",undefined,https://www.instagram.com/secitece/,undefined
secultceara,Secretaria da Cultura do Ceará,undefined,https://www.instagram.com/secultceara/,undefined
senadorcidgomes,Cid Gomes,undefined,https://www.instagram.com/senadorcidgomes/,undefined
senhoritabira,Bira,undefined,https://www.instagram.com/senhoritabira/,undefined
silveropereira,S I L V E R O  P E R E I R A,undefined,https://www.instagram.com/silveropereira/,undefined
silvestre.david,Silvestre David,undefined,https://www.instagram.com/silvestre.david/,undefined
silviolual,Silvio Almeida,undefined,https://www.instagram.com/silviolual/,undefined
simaovaqueirooficiall,Simão Vaqueiro🤘🏼,undefined,https://www.instagram.com/simaovaqueirooficiall/,undefined
sindsifce,SINDSIFCE - SS - SINASEFE,undefined,https://www.instagram.com/sindsifce/,undefined
sinistrofest,Sinistro Fest,undefined,https://www.instagram.com/sinistrofest/,undefined
smartfit,Smart Fit,undefined,https://www.instagram.com/smartfit/,undefined
sombriks,Leonardo Silveira,undefined,https://www.instagram.com/sombriks/,undefined
sou.janaildosousa,Janaildo Soares Sousa,undefined,https://www.instagram.com/sou.janaildosousa/,undefined
sousaedi,Edilson Filho,undefined,https://www.instagram.com/sousaedi/,undefined
springfield_bar,SPRINGFIELD BAR🍺🍢🌃🍹,undefined,https://www.instagram.com/springfield_bar/,undefined
ss.distribuidoraa,Bomboniere,undefined,https://www.instagram.com/ss.distribuidoraa/,undefined
stepannercessian,Stepan Nercessian,undefined,https://www.instagram.com/stepannercessian/,undefined
storytelling_de_sucesso,Storytelling de Sucesso | Débora Garcia,undefined,https://www.instagram.com/storytelling_de_sucesso/,undefined
stringusername,String UserName,undefined,https://www.instagram.com/stringusername/,undefined
studioindancehiphop,Studio In Dance Hip Hop,undefined,https://www.instagram.com/studioindancehiphop/,undefined
studiomelqui,Melquimax Vieira,undefined,https://www.instagram.com/studiomelqui/,undefined
suamusica,Sua Música | Baixe o App Grátis,undefined,https://www.instagram.com/suamusica/,undefined
tabataamaralsp,Tabata Amaral,undefined,https://www.instagram.com/tabataamaralsp/,undefined
tagonunes,Tiago Nunes ⚡,undefined,https://www.instagram.com/tagonunes/,undefined
tatifissore,Tati Fissore | Umbanda,undefined,https://www.instagram.com/tatifissore/,undefined
technogym,,undefined,https://www.instagram.com/technogym/,undefined
temgentecomfomeoficial,Tem gente com fome!,undefined,https://www.instagram.com/temgentecomfomeoficial/,undefined
temperodomangue,"Tempero do Mangue | Restaurante, Bar e Eventos",undefined,https://www.instagram.com/temperodomangue/,undefined
thiagolima.tech,Thiago Lima | Tecnologia | Inovação | Liderança,undefined,https://www.instagram.com/thiagolima.tech/,undefined
thyna_naills,Thyna Naills,undefined,https://www.instagram.com/thyna_naills/,undefined
thyna_revendedora_,"revendedora, boticário, Eudora, natura, avon",undefined,https://www.instagram.com/thyna_revendedora_/,undefined
tiofiis,Mateus Lima | Fundos Imobiliários,undefined,https://www.instagram.com/tiofiis/,undefined
topgay_ceara,TOP GAY CEARÁ,undefined,https://www.instagram.com/topgay_ceara/,undefined
topspeedlava,Top speed higienizações,undefined,https://www.instagram.com/topspeedlava/,undefined
tothemoondg,TO THE MOON ✦ A11 ✦ ARTEMIS,undefined,https://www.instagram.com/tothemoondg/,undefined
totvs,TOTVS,undefined,https://www.instagram.com/totvs/,undefined
tradingcomdados,Trading com Dados | PROGRAMAÇÃO E FINANÇAS,undefined,https://www.instagram.com/tradingcomdados/,undefined
travelbloggersfangirl5874,Travel ✈️ Bloggers Fangirl,undefined,https://www.instagram.com/travelbloggersfangirl5874/,undefined
travessia_coletiva,Grupo Travessia Coletiva,undefined,https://www.instagram.com/travessia_coletiva/,undefined
tudodedois_,Tudo de Dois,undefined,https://www.instagram.com/tudodedois_/,undefined
tudoorna,Tudo Orna,undefined,https://www.instagram.com/tudoorna/,undefined
tupinizando,tupinizando,undefined,https://www.instagram.com/tupinizando/,undefined
tvbrasil,TV Brasil,undefined,https://www.instagram.com/tvbrasil/,undefined
uaiamaro,AMARO,undefined,https://www.instagram.com/uaiamaro/,undefined
ubuntu.ce,Ubuntu,undefined,https://www.instagram.com/ubuntu.ce/,undefined
universereels,The Universe on Reels,undefined,https://www.instagram.com/universereels/,undefined
valdemir.freitas.904,Valdemir Freitas,undefined,https://www.instagram.com/valdemir.freitas.904/,undefined
valdemirfreitas98,valdemir freitas,undefined,https://www.instagram.com/valdemirfreitas98/,undefined
valentinaclub_,Valentina Club,undefined,https://www.instagram.com/valentinaclub_/,undefined
valkiriafeitosaoficial,Valquíria Kyria Feitosa Feitosa,undefined,https://www.instagram.com/valkiriafeitosaoficial/,undefined
varejaodosplasticos,Varejão dos Plásticos,undefined,https://www.instagram.com/varejaodosplasticos/,undefined
vaticannewspt,Vatican News em português,undefined,https://www.instagram.com/vaticannewspt/,undefined
veronicaqueirozqz,Veronica Carneiro,undefined,https://www.instagram.com/veronicaqueirozqz/,undefined
victorcena_,Victor Cena,undefined,https://www.instagram.com/victorcena_/,undefined
victorrasga,Victor Rasga,undefined,https://www.instagram.com/victorrasga/,undefined
vinscheffer,Vinícius Scheffer,undefined,https://www.instagram.com/vinscheffer/,undefined
vivendo_reggaeoficial,Vivendo o Reggae,undefined,https://www.instagram.com/vivendo_reggaeoficial/,undefined
vivtorb,Victor Bezerra,undefined,https://www.instagram.com/vivtorb/,undefined
vn__02_,viinicius,undefined,https://www.instagram.com/vn__02_/,undefined
vozesdeangola,Vozes de Angola,undefined,https://www.instagram.com/vozesdeangola/,undefined
wagnerrambo,Wagner Rambo,undefined,https://www.instagram.com/wagnerrambo/,undefined
werisonxd,Werison Ramon,undefined,https://www.instagram.com/werisonxd/,undefined
wescley.sebert,Wescley Oliveira,undefined,https://www.instagram.com/wescley.sebert/,undefined
willytowilly,WILLY²,undefined,https://www.instagram.com/willytowilly/,undefined
wladimiirsantos,wladimir santos,undefined,https://www.instagram.com/wladimiirsantos/,undefined
world.wideee,Samantha💦❤️,undefined,https://www.instagram.com/world.wideee/,undefined
wseub,,undefined,https://www.instagram.com/wseub/,undefined
xclubfortaleza,X Club | Boate Bar & Cruising,undefined,https://www.instagram.com/xclubfortaleza/,undefined
xibata16cm,Xibata16,undefined,https://www.instagram.com/xibata16cm/,undefined
yargo.nigeria,Yargo Sousa Gurjão,undefined,https://www.instagram.com/yargo.nigeria/,undefined
yggor_mota,Igor Mota,undefined,https://www.instagram.com/yggor_mota/,undefined
ze.pretim,ze pretim,undefined,https://www.instagram.com/ze.pretim/,undefined
zezinhoalbuquerque,Zezinho Albuquerque,undefined,https://www.instagram.com/zezinhoalbuquerque/,undefined
zidomarsantos,Zidomar Santos,undefined,https://www.instagram.com/zidomarsantos/,undefined
